gene_id	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	log2FoldChange.shrunk	sign
ENSMUSG00000117284	Gm7072	1001.18558629596	-1.30290413628172	0.0789337384203602	-16.5063021510919	3.30525790430092e-61	4.91515459354578e-58	-1.22392120498043	down
ENSMUSG00000080242	Atp6v0c-ps2	174.807362915734	7.68282312552495	0.465608338779818	16.500613252887	3.63185384575592e-61	5.04077101431951e-58	4.3695794925581	up
ENSMUSG00000050377	Il31ra	74.8579595431745	3.10923003716661	0.192128139428672	16.1831059542473	6.63606748390848e-59	8.63476805921817e-56	2.30684523990554	up
ENSMUSG00000033450	Tagap	68.6903708775994	5.03921500718719	0.327562056985577	15.3840009846106	2.09586372868328e-53	2.56669335102689e-50	2.91922345208699	up
ENSMUSG00000037415	Ranbp10	2721.90030211931	-0.742063891089642	0.0504493481099765	-14.7090878056935	5.63620455808136e-49	6.51889681637199e-46	-0.723005656157193	down
ENSMUSG00000053347	Zfp943	541.983849700046	-0.999042864080435	0.0705219114764263	-14.1664178290798	1.47852398200308e-45	1.62007319901696e-42	-0.950117835804638	down
ENSMUSG00000052031	Tagap1	295.755495354241	-1.8011423890204	0.131447717565499	-13.7023481455501	9.82933315355542e-43	1.02318443461935e-39	-1.52778004141213	down
ENSMUSG00000002496	Tsc2	1166.41531445297	0.688012686374161	0.0533827387787184	12.8882987668749	5.23867003453233e-38	5.19351768804422e-35	0.668290773790666	up
ENSMUSG00000066568	Lsm14a	503.191737274065	-0.912411379414047	0.070835397136001	-12.8807265336884	5.77889804345848e-38	5.46867628939828e-35	-0.86734192222906	down
ENSMUSG00000062202	Btbd9	1036.24267117935	0.625210533535646	0.0528466146457257	11.830663850976	2.70990051383589e-32	2.45293125206737e-29	0.607633705144395	up
ENSMUSG00000096780	Tmem181b-ps	350.423864111781	1.13410281594462	0.0959097921965573	11.8246822349526	2.91001800384161e-32	2.52431936758244e-29	1.03554787507315	up
ENSMUSG00000033826	Dnah8	124974.329956745	1.26079200234322	0.109721029660199	11.4908874465345	1.46598127356002e-30	1.22081056536984e-27	1.12090691579485	up
ENSMUSG00000029014	Dnajc2	8558.99226027248	-0.701247375232053	0.0619538053262272	-11.3188749510951	1.05821228816746e-29	8.47343139513784e-27	-0.674432816301769	down
ENSMUSG00000034064	Poglut1	332.671501886772	2.18926438837349	0.19521971209185	11.2143613209687	3.46679962330647e-29	2.57768933420062e-26	1.56505954534627	up
ENSMUSG00000117371	AC151294.1	132.460982869611	1.35560996170486	0.120878578027531	11.2146418647985	3.45582453006458e-29	2.57768933420062e-26	1.1781595713423	up
ENSMUSG00000045928	4933440M02Rik	2089.01777655735	-0.59565182575211	0.0546917802964306	-10.8910666744374	1.27142296900639e-27	9.12750165232552e-25	-0.577751828461837	down
ENSMUSG00000015127	Unkl	60.7011439386697	-1.74205929605194	0.162233489987225	-10.7379758408028	6.75082498927887e-27	4.53372340167086e-24	-1.37508142954894	down
ENSMUSG00000074715	Ccl28	241.746517486438	-1.84744029653889	0.172026774829971	-10.7392602015871	6.657571948818e-27	4.53372340167086e-24	-1.41269064222821	down
ENSMUSG00000024026	Glo1	235.23906272791	0.922165050089067	0.0873709081589074	10.554600719176	4.83691640060426e-26	3.14686757950563e-23	0.854662453354544	up
ENSMUSG00000096433	Zfp994	168.43705849808	-1.32470230748967	0.130383035794002	-10.1600817884209	2.98825667173096e-24	1.88522774693233e-21	-1.12669746151177	down
ENSMUSG00000019320	Noxo1	616.301908061514	0.732572355993802	0.0731779916261416	10.010828935241	1.3660310503345e-23	8.3645295402688e-21	0.694073707973934	up
ENSMUSG00000024041	Cryaa	40.9407888058373	6.09630611684673	0.611958372021137	9.96196211306372	2.23605400340531e-23	1.33006880848272e-20	1.98389618774812	up
ENSMUSG00000016018	Mtrex	4909.5702078258	-0.722062159371324	0.0727036853840258	-9.93157575929394	3.03422124316925e-23	1.75470700170946e-20	-0.684577258996384	down
ENSMUSG00000071322	Tcp10a	4935.90354379878	-0.68780774319629	0.0695014835988315	-9.89630303672905	4.3194814475813e-23	2.43046714208635e-20	-0.655032397858486	down
ENSMUSG00000099474	1700097N02Rik	454.424272016906	1.24197069756097	0.127666152578363	9.72826918081229	2.28446806939656e-22	1.25158791412545e-19	1.06243115317419	up
ENSMUSG00000003665	Has1	23.8136938498179	4.06004369966918	0.418055538073549	9.71173284386652	2.68729051450182e-22	1.43453080054906e-19	1.79676436790409	up
ENSMUSG00000034681	Rnps1	689.465115292112	-0.842052230364291	0.0875277099153694	-9.62040742501399	6.55709224906941e-22	3.4128025883344e-19	-0.780137090556921	down
ENSMUSG00000038156	Spon1	245.898041801965	0.852584895605252	0.0888624562965869	9.59443314012915	8.43796401962538e-22	4.28463348596539e-19	0.788178198011203	up
ENSMUSG00000114547	Gm3226	32.3246688402567	6.23739010668165	0.665401723299669	9.37387128447906	6.99198461901846e-21	3.46586018531775e-18	2.47611914997237	up
ENSMUSG00000046711	Hmga1	435.684196584676	-0.918065891360808	0.0981848828389128	-9.35037925203857	8.73340050288509e-21	4.1322878424901e-18	-0.834723832897184	down
ENSMUSG00000089900	Tbc1d22bos	24.9702994118328	-3.67031553041261	0.392480796684162	-9.35157990256066	8.63481198765662e-21	4.1322878424901e-18	-1.58150963916726	down
ENSMUSG00000047379	B4gat1	106.446062390685	-1.23385385499911	0.134016087266352	-9.20675927918169	3.36119381727125e-20	1.55503764626156e-17	-1.04094964223866	down
ENSMUSG00000036820	Amdhd2	2103.11044830203	-0.80797452912061	0.0880599080315529	-9.17528245465693	4.50392141021623e-20	2.03841608346286e-17	-0.74789212015866	down
ENSMUSG00000107879	9330102E08Rik	6801.35691069298	-0.622009015649903	0.0678843433438254	-9.1627757596403	5.05792356136644e-20	2.24044490689549e-17	-0.593670945062518	down
ENSMUSG00000074634	Tmem267	2998.66422471603	-0.822523061292006	0.0911601923850805	-9.02283156465367	1.83289256624624e-19	7.94978965347509e-17	-0.75732220233642	down
ENSMUSG00000073437	D330041H03Rik	34.1487061295514	2.14582228147066	0.238485626573749	8.99770066774689	2.30494252692228e-19	9.79318336081528e-17	1.37658975661365	up
ENSMUSG00000063524	Eno1	2856.13269863522	-0.535881927652818	0.0606288118895955	-8.83873377938947	9.68094922568101e-19	4.03095363858906e-16	-0.516224714281328	down
ENSMUSG00000099923	1700105P06Rik	65.4045113476208	-1.52881914369714	0.173938351880162	-8.78943100915691	1.50319323581214e-18	6.13627058360254e-16	-1.16676517719631	down
ENSMUSG00000024170	Telo2	84.7082529355794	-1.28760719270378	0.14677768153869	-8.772499873316	1.74742714562247e-18	6.99609341244505e-16	-1.05370969360068	down
ENSMUSG00000021495	Fam193b	462.214397353639	-0.778380711253834	0.0888772996392476	-8.75792485160189	1.98877680517311e-18	7.81214043526394e-16	-0.719547411826734	down
ENSMUSG00000086645	Gm15743	124.052690582112	1.45539445927824	0.166789858832189	8.72591696802471	2.6403236380449e-18	1.01794255223068e-15	1.1301924243103	up
ENSMUSG00000024168	Tmem204	27.4630624943422	-2.10848607578182	0.241857300081658	-8.71789305127421	2.83426481065861e-18	1.07284652896548e-15	-1.34603728936902	down
ENSMUSG00000052469	Tcp10c	6571.21310389283	-0.494242755619969	0.058273386232973	-8.48144903822855	2.22406477051287e-17	8.26835793880491e-15	-0.477448465475986	down
ENSMUSG00000041926	Rnpep	606.525658299235	-0.666832911791542	0.0791473554781695	-8.42520773767948	3.60110766678676e-17	1.31528878096199e-14	-0.626202632937721	down
ENSMUSG00000031596	Slc7a2	138.144546063008	-1.00243285483629	0.120814621408359	-8.29728093463145	1.06521275859832e-16	3.82356283125144e-14	-0.870972176397246	down
ENSMUSG00000030060	Hmces	273.791747605142	-0.756367537867732	0.0919467250661778	-8.2261498419149	1.93327142125159e-16	6.82182673204015e-14	-0.695501175115197	down
ENSMUSG00000043969	Emx2	331.192161799134	-0.901040990586135	0.110531179101372	-8.15191693340901	3.58200318707961e-16	1.24289540586351e-13	-0.799811476784425	down
ENSMUSG00000074635	3110070M22Rik	1210.27368168223	-0.785964735414946	0.0965768243839545	-8.13823337460584	4.01087164581664e-16	1.36889076711896e-13	-0.716711913396288	down
ENSMUSG00000097841	4930511A02Rik	529.218185812876	-0.788287795903402	0.0973340992888063	-8.09878348557397	5.55114791631228e-16	1.86402174951138e-13	-0.717840539964451	down
ENSMUSG00000099465	Gm3830	167.840696552161	-0.790201614280723	0.0991277906382233	-7.97154470197608	1.56703190807072e-15	5.17841861811498e-13	-0.717268646510531	down
ENSMUSG00000062661	Ncs1	310.222423004177	-0.887455824826104	0.112464456021266	-7.89098935096696	2.99800238314296e-15	9.75240806478959e-13	-0.784686197297616	down
ENSMUSG00000116879	AC125141.3	4782.79459759187	0.745563730519722	0.097087355464335	7.67930825753725	1.59949926548948e-14	5.12307310895776e-12	0.679233040310071	up
ENSMUSG00000023832	Acat2	209.425446000295	0.656221587530715	0.0858256789236272	7.64598189913138	2.07356838311304e-14	6.54085154061065e-12	0.609740409518299	up
ENSMUSG00000038347	Tcte2	3683.38172421332	-0.634639366590155	0.0831533661591082	-7.632154847175	2.30861901814549e-14	7.17360288638372e-12	-0.592220775556787	down
ENSMUSG00000040688	Tbl3	1461.84700985467	-0.468640776415102	0.0616333711213799	-7.60368559902666	2.87813986993276e-14	8.81176381648971e-12	-0.450897116790795	down
ENSMUSG00000033972	Zfp944	1040.70408893501	0.622244891571618	0.0820793589377475	7.58101549067356	3.42860655391073e-14	1.03449507022996e-11	0.581654825229385	up
ENSMUSG00000082691	Dynlt1-ps1	427.449973745305	0.586317477169727	0.0773920766403034	7.57593674472343	3.56545510351391e-14	1.06041728285794e-11	0.552085268356041	up
ENSMUSG00000048988	Elfn1	1023.74006358973	-0.642611216928503	0.0855122970702069	-7.51483984111559	5.69806471125812e-14	1.67081703131948e-11	-0.59737040070755	down
ENSMUSG00000024124	Prss30	8.21026427213694	6.453495063257	0.879798737052372	7.33519473428483	2.21399329282084e-13	6.40182310600516e-11	1.26248817254485	up
ENSMUSG00000112407	Gm33340	368.766801133106	-0.700881518359676	0.0958550635278057	-7.31188830891927	2.63414030776087e-13	7.51235165305118e-11	-0.639965398716981	down
ENSMUSG00000037541	Shank2	267.841456429663	0.6547994190937	0.0904676930292068	7.23793651820328	4.55562569427214e-13	1.28166988282502e-10	0.603607774607793	up
ENSMUSG00000044172	Ptx4	17.6474836063385	2.4629728517415	0.341325507024803	7.21590622749011	5.35759686572923e-13	1.48719745530156e-10	1.18431355487999	up
ENSMUSG00000036636	Clcn7	383.776534076204	-0.708339655911703	0.0983801432220907	-7.20002667929283	6.02007792316824e-13	1.64910529318999e-10	-0.643824042353645	down
ENSMUSG00000030996	Art1	167.537589643286	-0.865016431100122	0.120707900575275	-7.16619564235305	7.71105559378429e-13	2.08488917411682e-10	-0.751666615048429	down
ENSMUSG00000062312	Erbb2	50.9773598991651	-1.23436932603122	0.172409014944716	-7.15954050562277	8.09479249602753e-13	2.16058314070253e-10	-0.945805402387346	down
ENSMUSG00000043411	Usp48	1818.54498874211	-0.309611463522061	0.0439049135740721	-7.05186363707822	1.76537168785e-12	4.65231305941128e-10	-0.303550762428199	down
ENSMUSG00000073430	Gm10505	383.472305677506	0.651419648008844	0.0931011925071268	6.9968990779466	2.61689643870695e-12	6.81014586968e-10	0.597761052109821	up
ENSMUSG00000116953	9030025P20Rik	51.6008378134698	1.22914933404375	0.176221629358391	6.97501968696454	3.05827986857006e-12	7.86053439305681e-10	0.932015348868221	up
ENSMUSG00000023903	Mmp25	15.5412296973551	-2.41186915223897	0.345900727714191	-6.97272066519569	3.10869499975833e-12	7.89267331706935e-10	-1.14461686851326	down
ENSMUSG00000027315	Spint1	108.606015693238	-0.902095764285749	0.130664639190467	-6.90390123812139	5.05934805352419e-12	1.25393532293238e-09	-0.766633846005162	down
ENSMUSG00000044533	Rps2	1426.14401073544	-0.456898506574575	0.0661672531976269	-6.90520589104583	5.01306665329744e-12	1.25393532293238e-09	-0.437075492831671	down
ENSMUSG00000024155	Meiob	609.928695065853	0.690544981550883	0.101473868742842	6.8051508246018	1.00943426129344e-11	2.47240139833743e-09	0.624002293061161	up
ENSMUSG00000023911	Flywch2	243.86488688916	0.79413334869089	0.116859629056437	6.7956175721503	1.07849520244817e-11	2.61083623485679e-09	0.695683763161219	up
ENSMUSG00000114290	4930435F18Rik	13.034654204318	-4.69854313757639	0.691932653148625	-6.79046308364805	1.11774177385761e-11	2.67474321723466e-09	-1.1063724149125	down
ENSMUSG00000024254	Abcg8	166.201203596522	-0.919740516641948	0.136381440937162	-6.7438832609616	1.54208457509955e-11	3.64825667829517e-09	-0.77126010077031	down
ENSMUSG00000049576	Zfa-ps	300.480885893236	-0.628017370265729	0.0933866898522089	-6.7249130605187	1.75697315591731e-11	4.10993529584747e-09	-0.575990157174995	down
ENSMUSG00000028920	Fbxo42	890.041508356633	-0.424345997427245	0.0633249443983317	-6.70108756445153	2.06874021959159e-11	4.78545584796414e-09	-0.407424285984815	down
ENSMUSG00000024114	Prss41	120.230517261372	-0.807156165289711	0.120671016420384	-6.68889837206479	2.24856810730923e-11	5.14427905780999e-09	-0.701465717028931	down
ENSMUSG00000027750	Postn	352.843559238242	0.650064212465316	0.097418441531778	6.67290712357849	2.50785117396843e-11	5.67510365117922e-09	0.59186306321342	up
ENSMUSG00000022449	Adamts20	87.986303424038	0.945749562698564	0.14201523674497	6.65949361755413	2.74772635601802e-11	6.15106612967087e-09	0.7827227854015	up
ENSMUSG00000020935	Dcakd	276.784195921009	-0.593561245907642	0.0895491335497308	-6.62833041905435	3.39504850460513e-11	7.5193100869547e-09	-0.548028400301623	down
ENSMUSG00000046598	Bdh1	368.090350553134	0.983416165264306	0.149434757077639	6.58090650726837	4.67588552983414e-11	1.02470800890123e-08	0.798528256405023	up
ENSMUSG00000075391	Gm13443	11.5873009515663	5.05244568552559	0.768722409499837	6.57252295898714	4.94697564990772e-11	1.07282381307738e-08	1.37470082191854	up
ENSMUSG00000111903	4930458K08Rik	54.027079809685	1.17382856497586	0.179153985759013	6.55206502943688	5.67468185861102e-11	1.21795053210745e-08	0.88323114817657	up
ENSMUSG00000079048	4933413L06Rik	69.0410214278964	-4.0824822442461	0.623819085632815	-6.54433687309318	5.97599539226781e-11	1.26953314358799e-08	-0.647003801672858	down
ENSMUSG00000096255	Dynlt1b	23.3275184087843	1.65888150264379	0.259843488399528	6.38415652769078	1.7234473811641e-10	3.62428798267227e-08	0.991832235217526	up
ENSMUSG00000117042	AC173344.1	60.0674789398541	-0.979146288835916	0.154700574400291	-6.3292996333831	2.46276462377999e-10	5.12722967024755e-08	-0.785658886891568	down
ENSMUSG00000032537	Ephb1	52.3792276575687	1.32596673495918	0.209639108862666	6.32499700152714	2.53237500174296e-10	5.21995199616699e-08	0.913251557245063	up
ENSMUSG00000044042	Fmn1	2164.62604233069	-0.429167181844236	0.0681345543018462	-6.29881836377709	2.99923190977375e-10	6.1216675617235e-08	-0.40947799275118	down
ENSMUSG00000023353	Agap3	645.19689771098	-0.382734968955729	0.0609148025784221	-6.28311925435518	3.31846304373264e-10	6.70748369975436e-08	-0.368566613059603	down
ENSMUSG00000072082	Ccnf	572.878816676553	-0.510217913854592	0.0817916260056332	-6.23802140599884	4.43140029390546e-10	8.87089641527095e-08	-0.477161305357642	down
ENSMUSG00000022306	Zfpm2	327.609392016369	-0.625544795939729	0.101192052715154	-6.18175814360225	6.33915945823517e-10	1.25690438819998e-07	-0.565601703319257	down
ENSMUSG00000058124	H2-M10.3	10.7193879185569	2.91857795740968	0.472280450794858	6.17975601678547	6.42007426011951e-10	1.26093892473045e-07	1.01329186742568	up
ENSMUSG00000023845	Lnpep	302.535025326831	-0.826961170825009	0.134532911843385	-6.14690605810795	7.90088901421308e-10	1.53727671389628e-07	-0.696425480119908	down
ENSMUSG00000071648	Rom1	215.838658811156	-0.655693147592042	0.107445487626912	-6.10256570167783	1.043791806783e-09	2.01210200235326e-07	-0.585675341889748	down
ENSMUSG00000044211	Gm7887	29.8896341234304	1.4084470878042	0.232400443694577	6.06043200870646	1.35756428467907e-09	2.59294778373702e-07	0.910320041129832	up
ENSMUSG00000029674	Limk1	403.183003467017	-0.531985454037306	0.0879269107091869	-6.05031440029568	1.44563425359484e-09	2.7360599568719e-07	-0.492561351008511	down
ENSMUSG00000097723	Gm26848	84.3755573830225	1.15315497040619	0.191545550048152	6.02026499762748	1.74131750411008e-09	3.26599001063673e-07	0.835368058683038	up
ENSMUSG00000097775	4931440J10Rik	444.364170383401	0.47283910702195	0.079052776133817	5.98130932456501	2.21351067068862e-09	4.11456059402379e-07	0.444092859069094	up
ENSMUSG00000042203	Tbc1d22b	1211.59249302892	0.29814207357456	0.0498600042242038	5.97958380095425	2.23708453842469e-09	4.12158079694368e-07	0.29065766080498	up
ENSMUSG00000032290	Ptpn9	1115.47864036045	0.335501340979604	0.0561406298594149	5.97608793880212	2.28559654641158e-09	4.17402057015287e-07	0.324895136899124	up
ENSMUSG00000091685	Gm17359	9096.42588255538	0.354714217255313	0.0595116445611716	5.96041698848878	2.51595087151917e-09	4.55474619079631e-07	0.342162178290143	up
ENSMUSG00000042345	Ubash3a	11.8842481230643	2.59923986049007	0.438005017677173	5.93426959872367	2.95156491118655e-09	5.25201964837546e-07	0.946450893033661	up
ENSMUSG00000091151	Vmn1r224	10.5911518914548	-3.63243879643602	0.612018596521154	-5.93517716141893	2.93528369226313e-09	5.25201964837546e-07	-0.858755997949301	down
ENSMUSG00000036327	Qsox2	1280.05008526722	-0.339214945488479	0.0573798545785183	-5.91174285784044	3.38506703096199e-09	5.97234834894896e-07	-0.328026838502418	down
ENSMUSG00000062012	Zfp13	952.858263908759	-0.365105042263878	0.0622741096461333	-5.86287053060337	4.54932942578708e-09	7.95903271558498e-07	-0.351005691448017	down
ENSMUSG00000031671	Setd6	116.971236697798	-0.639732776982552	0.109145710089625	-5.86127275599964	4.59332758715885e-09	7.96904058642168e-07	-0.569533461710132	down
ENSMUSG00000056910	Vmn2r107	8.93085500757868	-4.44442284768453	0.759863670879976	-5.84897399100233	4.94614413497988e-09	8.51022931786331e-07	-0.92550569540291	down
ENSMUSG00000061411	Nol4l	12205.4595202338	0.274109279224432	0.0472852985108675	5.79692394585253	6.75423024784098e-09	1.15259278303116e-06	0.267904702508176	up
ENSMUSG00000030510	Cers3	6790.36529440345	-0.308646642732609	0.0533850075468868	-5.78152288283433	7.40274092706581e-09	1.25298913301287e-06	-0.299796843927048	down
ENSMUSG00000034780	B3galt1	13.8190018080523	1.94307611534966	0.340213528984863	5.71134287677345	1.12088155547356e-08	1.88190589543581e-06	0.923428975186665	up
ENSMUSG00000002846	Timmdc1	269.17576053249	-0.486514704795482	0.0855473436582605	-5.68708137495166	1.2922888779742e-08	2.15233297204359e-06	-0.452232321949102	down
ENSMUSG00000100759	1700029B22Rik	142.316536372236	0.98485189096106	0.173272187740991	5.68384288212038	1.31701280099828e-08	2.17610234158597e-06	0.751165874742972	up
ENSMUSG00000001930	Vwf	179.069879727367	0.672670413097962	0.120086977945174	5.60152669846575	2.12472053381172e-08	3.42903541034311e-06	0.585314946020118	up
ENSMUSG00000036273	Lrrk2	409.369468288473	0.435063717509061	0.0776640165426349	5.60186991192022	2.12051679265636e-08	3.42903541034311e-06	0.409491588477582	up
ENSMUSG00000046324	Ermp1	1614.84668221203	-0.318870502784158	0.0569249345503457	-5.60159630051294	2.12386738178143e-08	3.42903541034311e-06	-0.308514799943906	down
ENSMUSG00000038390	Gpr162	613.291486613736	0.388969463926721	0.0695439151738688	5.59314877447218	2.22988057319632e-08	3.57106797333648e-06	0.370417288521246	up
ENSMUSG00000029088	Kcnip4	322.07865985193	0.427767246396375	0.0765502674866692	5.58805684736331	2.296244825796e-08	3.63373443777673e-06	0.403298042664445	up
ENSMUSG00000092274	Neat1	546.963368566706	-0.407372483935728	0.07290812390591	-5.58747725372077	2.30391923620985e-08	3.63373443777673e-06	-0.386125799752802	down
ENSMUSG00000028370	Pappa	169.821508321671	0.77502098456378	0.138868666679652	5.58096367664874	2.3918959730334e-08	3.74412648590845e-06	0.646066574816618	up
ENSMUSG00000026407	Cacna1s	107.198838956891	-0.80940784151116	0.145185259379345	-5.57500014100129	2.47529665290865e-08	3.8457612699183e-06	-0.664583783250497	down
ENSMUSG00000020335	Zfp354b	402.460397098725	0.564868130866647	0.101698621613975	5.55433418764276	2.78671893686087e-08	4.29753344788936e-06	0.510202427412502	up
ENSMUSG00000040888	Gfer	1392.90881499188	0.339191261314655	0.0613389771788121	5.52978345768406	3.20626322680298e-08	4.90817603814789e-06	0.326467052473339	up
ENSMUSG00000040276	Pacsin1	690.458008092997	0.553343115682304	0.100167623960407	5.52417132207328	3.31044320462452e-08	5.03066548007868e-06	0.501240569092882	up
ENSMUSG00000024116	Prss21	1864.81188139694	-0.436965600174895	0.0794808271301584	-5.49774852568302	3.84670963495681e-08	5.80323535435985e-06	-0.410127958507484	down
ENSMUSG00000028289	Epha7	290.03941627035	-0.532981692304591	0.097160699704399	-5.48556869110794	4.12141363684948e-08	6.17292881335031e-06	-0.485534980501262	down
ENSMUSG00000032334	Loxl1	346.423883964355	-0.530154629073744	0.0968058741206959	-5.47647169026908	4.3389015210354e-08	6.45225648331685e-06	-0.483242935463399	down
ENSMUSG00000050550	Gm11868	37.4909893035812	3.69230969714581	0.674873769397789	5.47111158349	4.47221595680716e-08	6.6033378726786e-06	0.540736700355077	up
ENSMUSG00000055447	Cd47	116.878829107347	1.04234251627793	0.190834053727049	5.46203623473197	4.70703969154258e-08	6.90111685480458e-06	0.756608211644791	up
ENSMUSG00000032231	Anxa2	1351.29836534626	0.302211885933656	0.0556393053861435	5.43162578749445	5.58429313423037e-08	8.07356935844042e-06	0.29282078399033	up
ENSMUSG00000095093	Vmn2r111	70.7954768381571	0.812677709242692	0.149594589546075	5.43253410239406	5.55593312711987e-08	8.07356935844042e-06	0.660136942725859	up
ENSMUSG00000060843	Ctnna3	992.651517716553	0.330873625035234	0.0611051299841716	5.41482564755106	6.1348455201687e-08	8.80836888857877e-06	0.318553720277449	up
ENSMUSG00000040289	Hey1	145.02831321299	-0.545967954550961	0.101063164424799	-5.40224480064858	6.58120500133972e-08	9.38452787143093e-06	-0.493738075314978	down
ENSMUSG00000051367	Six1	43.0426514565847	-0.932803487906246	0.172750837030962	-5.39970459152716	6.67507206268387e-08	9.45362756959288e-06	-0.713797172431318	down
ENSMUSG00000116588	AC154719.1	36.9469349270907	-1.20105706771967	0.223394398028304	-5.37639743127085	7.59909558452538e-08	1.06895656063671e-05	-0.793723836106361	down
ENSMUSG00000040213	Kyat3	129.996670056789	-0.72815809128581	0.135497160531717	-5.37397306650839	7.7020367410028e-08	1.07616579134857e-05	-0.611923175872746	down
ENSMUSG00000022023	Wbp4	3574.70217230308	-0.377241347148446	0.0704922381892857	-5.35153027962423	8.72135406320153e-08	1.21046580161195e-05	-0.358773857730882	down
ENSMUSG00000074849	Spata31d1c	529.751636340812	0.827654188394798	0.155093278242315	5.33649296587623	9.47615466118201e-08	1.30651697941158e-05	0.662482599702581	up
ENSMUSG00000021791	Dydc2	200.33512477866	0.971557499521175	0.182553037546793	5.32205605876123	1.02600941593269e-07	1.40529539673044e-05	0.722030212693712	up
ENSMUSG00000040935	Padi6	58.0161998414469	0.833548214844417	0.157219922893313	5.3017976316529	1.14667912173216e-07	1.56030801538181e-05	0.664093028069061	up
ENSMUSG00000037737	Actrt3	410.339843540225	0.602022731514051	0.113670936855309	5.29618870195783	1.18244647007661e-07	1.59852941951461e-05	0.53096683611502	up
ENSMUSG00000031885	Cbfb	506.145362818015	-0.450453598425887	0.0850908751635702	-5.29379439992808	1.19804122686457e-07	1.60916260013507e-05	-0.419020657991861	down
ENSMUSG00000094870	Zfp131	1577.01370999869	-0.466259805846684	0.0881595862190566	-5.28881572434033	1.23110841384266e-07	1.64297731203784e-05	-0.431518767502446	down
ENSMUSG00000107252	Gm5767	190.191503450783	0.944438763409689	0.179811038344439	5.25239591576441	1.50133308496858e-07	1.99084417171725e-05	0.707321711130352	up
ENSMUSG00000024007	Ppil1	167.323385042677	-0.625525986428817	0.11916382963683	-5.24929408810711	1.52683159034907e-07	2.01184220756185e-05	-0.545273709403823	down
ENSMUSG00000003123	Lipe	2103.30224091131	0.711714069350209	0.135916592521571	5.23640312154864	1.63736123286546e-07	2.14391342811484e-05	0.597355275642206	up
ENSMUSG00000000782	Tcf7	189.18473520786	-0.521079261627458	0.100188994506636	-5.20096308175792	1.98258484819022e-07	2.57971462215451e-05	-0.472009641487923	down
ENSMUSG00000002799	Jag2	362.876128617731	-0.394902830111606	0.076083269870149	-5.19040297276373	2.09839446642356e-07	2.71344561468771e-05	-0.372562113049172	down
ENSMUSG00000026399	Cd55	347.219029778803	0.438189978952361	0.0844655223692131	5.1877969455627	2.12796443757622e-07	2.7346970139444e-05	0.408035896098223	up
ENSMUSG00000009681	Bcr	281.655297232405	-0.482422327087971	0.0931261478652596	-5.18031012928794	2.21517302727784e-07	2.82930596655813e-05	-0.442666717147016	down
ENSMUSG00000064341	mt-Nd1	14619.6864320016	-0.381586217350045	0.0738386601135701	-5.16783777987213	2.36817714493519e-07	3.00628536465889e-05	-0.361187745130231	down
ENSMUSG00000086898	Itpr3os	85.8227965196448	1.04606859343346	0.203678140239409	5.13589034249763	2.8081137010704e-07	3.54315873591422e-05	0.731728180602478	up
